EQUIPAMENTO,MANCAL,WINDOW,OUTPUT,NUM. CAMADAS,NUM. NEURONIOS CAMADA 1,NUM. NEURONIOS CAMADA 2,NUM. NEURONIOS CAMADA 3,DROUPOUT,OTIMIZADOR,EPOCHS,BATCH_SIZE,RMSE,MSE,MAPE
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,120,60,40,0.350000,Adadelta,800,32,5.614929,31.527423,14.243656
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,80,80,60,0.200000,Adam,800,32,36.497986,1332.102955,122.262872
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,80,80,60,0.200000,Adadelta,800,32,8.587496,73.745079,21.942093
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,80,80,60,0.250000,Adam,800,32,34.477260,1188.681476,115.523767
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,80,80,60,0.250000,Adadelta,800,32,6.223094,38.726902,15.701420
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,80,80,60,0.300000,Adam,800,32,35.281843,1244.808477,118.212601
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,80,80,60,0.300000,Adadelta,800,32,6.955578,48.380064,17.471409
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,80,80,60,0.350000,Adam,800,32,38.124325,1453.464168,127.694042
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,80,80,60,0.350000,Adadelta,800,32,6.550453,42.908432,16.308639
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,3,150,80,80,0.200000,Adam,800,32,31.905880,1017.985176,106.931048
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,3,150,80,80,0.200000,Adadelta,800,32,8.799143,77.424919,22.681351
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,3,150,80,80,0.250000,Adam,800,32,35.865663,1286.345751,120.155846
